Area,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,FO_LandOwnType,County,RegUseRestriction,Industrial_Restriction,DistrictCode,Month_ReportDate
EOA,B,1.5,1.5,Lightning,Industrial,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,State,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,8
SOA,B,1,1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,B,1,1,Lightning,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,B,0.5,0,Lightning,BLM,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,7
EOA,A,0.25,0.25,Human,Small Woodlands,Wasco,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,7
SOA,A,0.01,0.01,Human,State,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,7
SOA,A,0.1,0.1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.01,0.01,Human,Small Woodlands,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,7
SOA,A,0.01,0.01,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,4
EOA,A,0.1,0.1,Lightning,Rural Residential,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,Other Private,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,C,27.7,27.7,Lightning,Small Woodlands,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,97,7
NOA,A,0.01,0.01,Human,Ocean Shores,Lincoln,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,55,8
NOA,A,0.1,0.1,Human,Rural Residential,Clackamas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,58,7
NOA,A,0.01,0,Human,County,Clatsop,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,52,7
SOA,A,0.01,0.01,Human,Other Private,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.25,0.25,Lightning,Small Woodlands,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,B,1.5,1.5,Human,Small Woodlands,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,B,0.59,0.59,Human,Rural Residential,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,10
SOA,A,0.1,0,Lightning,USFS,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,A,0.01,0.01,Lightning,Rural Residential,Clatsop,Reg Use Closure,Lvl 2 Limited Shutdown,52,8
SOA,A,0.01,0.01,Human,State,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,7
NOA,A,0.1,0.1,Human,Rural Residential,Linn,Reg Use Closure,Lvl 3 Restricted Shutdown,58,8
NOA,A,0.02,0.02,Human,Industrial,Columbia,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,53,7
SOA,A,0.1,0.1,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.25,0.25,Lightning,Small Woodlands,Union,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.01,0.01,Lightning,Other Private,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,7
SOA,A,0.03,0.03,Human,State,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,5
SOA,A,0.01,0.01,Human,Small Woodlands,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,6
SOA,B,6.5,6.5,Human,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,4
EOA,A,0.1,0.1,Human,Rural Residential,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,95,10
NOA,B,1,1,Human,Small Woodlands,Marion,Outside Closed Fire Season,Lvl 1 Fire Season Only,58,6
EOA,C,26.7,26.7,Lightning,Small Woodlands,Morrow,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
SOA,A,0.2,0.2,Human,Small Woodlands,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,5
SOA,A,0.25,0.25,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,A,0.1,0.1,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,6
NOA,A,0.01,0.01,Human,Industrial,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,7
SOA,A,0.25,0.25,Human,State,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
SOA,A,0.25,0.25,Human,Other Private,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,A,0.01,0.01,Human,State,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,10
EOA,A,0.1,0.1,Lightning,Small Woodlands,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Lightning,BLM,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
SOA,A,0.01,0.01,Human,Other Public,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,4
SOA,A,0.01,0.01,Human,Other Private,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,9
NOA,B,3.15,3.15,Human,Small Woodlands,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,4
SOA,C,15.69,15.69,Human,Industrial,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,10
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
EOA,A,0.01,0.01,Human,Industrial,Hood River,Reg Use Closure,Lvl 2 Limited Shutdown,95,7
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0.25,0,Lightning,USFS,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
EOA,C,45,1,Lightning,Small Woodlands,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.2,0.2,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,A,0.1,0.1,Human,Rural Residential,Benton,Reg Use Closure,Lvl 2 Limited Shutdown,55,8
EOA,B,1.4,1.4,Human,Small Woodlands,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,10
EOA,A,0.1,0.1,Lightning,Industrial,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,9
NOA,A,0.2,0.2,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,7
SOA,B,2.5,2.5,Lightning,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.25,0.25,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
NOA,A,0.01,0.01,Human,Rural Residential,Yamhill,Reg Use Closure,Lvl 2 Limited Shutdown,53,8
SOA,A,0.01,0.01,Human,Industrial,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,10
NOA,A,0.25,0.25,Human,Rural Residential,Washington,Outside Closed Fire Season,Outside Closed Fire Season,53,10
SOA,A,0.1,0.1,Lightning,BLM,Douglas,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,78,8
EOA,C,19,19,Human,Other Private,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,5
EOA,A,0.05,0.05,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,A,0.1,0.1,Lightning,BLM,Lane,Reg Use Closure,Lvl 1 Fire Season Only,77,9
EOA,A,0.1,0.1,Human,Industrial,Lake,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,6
SOA,A,0.01,0.01,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,A,0.1,0.1,Lightning,Industrial,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.25,0.25,Human,State,Jackson,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,71,10
SOA,A,0.01,0.01,Human,BLM,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Human,BLM,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
EOA,A,0.1,0.1,Human,State,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,10
EOA,A,0.1,0.1,Lightning,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
NOA,A,0.01,0.01,Human,County,Clackamas,Reg Use Closure,Lvl 3 Restricted Shutdown,58,10
EOA,A,0.1,0.1,Lightning,BLM,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,Other Private,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
EOA,A,0.1,0.1,Lightning,Industrial,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.1,0.1,Lightning,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
EOA,A,0.01,0.01,Human,BLM,Grant,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
SOA,B,0.3,0.3,Human,Rural Residential,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,6
NOA,B,0.4,0.4,Human,Other Private,Lincoln,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,55,7
SOA,A,0.01,0.01,Human,Small Woodlands,Linn,Reg Use Closure,Lvl 4 Complete Shutdown,77,9
SOA,A,0.1,0.1,Human,Small Woodlands,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,A,0.1,0.1,Lightning,BLM,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
EOA,A,0.1,0.1,Human,State,Wallowa,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,4
SOA,A,0.02,0.02,Human,County,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,9
SOA,A,0.01,0.01,Lightning,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,6
NOA,A,0.1,0.1,Human,Rural Residential,Yamhill,Reg Use Closure,Lvl 3 Restricted Shutdown,55,9
SOA,B,2,2,Human,Small Woodlands,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,6
NOA,A,0.1,0.1,Human,State,Tillamook,Reg Use Closure,Lvl 1 Fire Season Only,51,7
SOA,B,0.3,0.3,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,72,7
SOA,A,0.25,0.25,Human,State,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,6
SOA,B,4,4,Human,Other Private,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,3
SOA,A,0.25,0.25,Human,Other Private,Lane,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,78,7
NOA,A,0.01,0.01,Human,Rural Residential,Columbia,Reg Use Closure,Lvl 3 Restricted Shutdown,53,7
EOA,A,0.06,0.06,Human,Rural Residential,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,B,1.24,1.24,Human,Industrial,Clatsop,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,52,9
SOA,A,0.1,0.1,Human,Other Private,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,6
SOA,B,1.5,1.5,Human,Small Woodlands,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,8
SOA,A,0.01,0.01,Lightning,Other Private,Jackson,Permit Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.1,0.1,Lightning,BLM,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,B,1.5,1.5,Human,Other Private,Columbia,Reg Use Closure,Lvl 2 Limited Shutdown,53,7
EOA,A,0.2,0.2,Human,Industrial,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,A,0.01,0,Human,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
EOA,C,11,11,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.25,0.25,Human,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Human,Small Woodlands,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,10
SOA,A,0.01,0.01,Human,BLM,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,9
SOA,A,0.01,0.01,Human,Other Public,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,7
EOA,B,0.26,0.26,Lightning,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.01,0.01,Lightning,Small Woodlands,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Human,State,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,10
SOA,A,0.1,0.1,Human,Other Private,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.2,0.2,Human,Other Private,Hood River,Reg Use Closure,Lvl 2 Limited Shutdown,95,8
SOA,A,0.01,0.01,Human,Rural Residential,Linn,Outside Closed Fire Season,Outside Closed Fire Season,77,2
NOA,A,0.01,0.01,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,9
SOA,B,3.25,0.1,Lightning,USFS,Linn,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
SOA,A,0.25,0.25,Human,County,Linn,Reg Use Closure,Lvl 1 Fire Season Only,77,7
EOA,A,0.02,0.02,Human,State,Wasco,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,B,2,2,Human,Industrial,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,77,7
NOA,A,0.01,0.01,Human,Ocean Shores,Lincoln,Reg Use Closure,Lvl 1 Fire Season Only,55,8
NOA,A,0.01,0.01,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,8
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,6
SOA,A,0.01,0.01,Human,Rural Residential,Lane,Reg Use Closure,Lvl 4 Complete Shutdown,77,8
SOA,C,36,2,Lightning,USFS,Jackson,Closed Fire Season Lvl 1,Lvl 2 Limited Shutdown,71,7
EOA,A,0.01,0.01,Human,Other Private,Klamath,Reg Use Closure,Lvl 2 Limited Shutdown,98,8
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,10
SOA,A,0.1,0.1,Lightning,BLM,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
SOA,A,0.1,0.1,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0.1,0.1,Lightning,Small Woodlands,Morrow,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,B,3,0,Lightning,USFS,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,8
NOA,B,0.35,0.35,Human,State,Clatsop,Reg Use Closure,Lvl 2 Limited Shutdown,52,9
SOA,A,0.01,0.01,Human,Small Woodlands,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,5
SOA,A,0.01,0.01,Human,Industrial,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,10
EOA,B,0.55,0.55,Human,BLM,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,9
SOA,B,2.4,2.4,Human,State,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,8
SOA,B,0.75,0.75,Human,Small Woodlands,Douglas,Reg Use Closure,Lvl 1 Fire Season Only,73,10
NOA,A,0.17,0.17,Human,Industrial,Columbia,Outside Closed Fire Season,Outside Closed Fire Season,53,6
NOA,E,301,301,Under Invest,Other Private,Tillamook,,,51,9
EOA,A,0.1,0.1,Lightning,Small Woodlands,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
EOA,A,0.04,0.04,Lightning,Industrial,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,8
NOA,B,0.5,0.5,Human,Rural Residential,Marion,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,58,7
EOA,A,0.1,0.1,Lightning,State,Klamath,Outside Closed Fire Season,Outside Closed Fire Season,99,5
EOA,B,0.5,0.5,Human,Other Private,Baker,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
EOA,B,2.7,2.7,Lightning,Small Woodlands,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.25,0.25,Human,Rural Residential,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
SOA,B,0.5,0.5,Human,Industrial,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,C,31.6,31.6,Human,County,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.25,0.25,Lightning,Small Woodlands,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,B,6.61,6.61,Human,Other Private,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,5
SOA,A,0.1,0.1,Human,Industrial,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,9
EOA,A,0.1,0.1,Lightning,BLM,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
EOA,B,5.13,5,Human,Industrial,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,7
NOA,A,0.1,0.1,Human,BLM,Tillamook,Absolute Closure,Lvl 3 Restricted Shutdown,53,9
EOA,B,0.5,0.5,Lightning,Other Private,Wheeler,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
NOA,A,0.01,0.01,Lightning,Industrial,Polk,Reg Use Closure,Lvl 1 Fire Season Only,55,9
EOA,C,44,0,Lightning,USFS,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,9
EOA,A,0.1,0.1,Lightning,Small Woodlands,Wasco,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,E,688.77,688.77,Human,BIA,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,7
EOA,A,0.25,0.25,Lightning,Other Private,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,A,0.01,0.01,Human,County,Tillamook,Reg Use Closure,Lvl 2 Limited Shutdown,51,9
EOA,G,73500,3925,Lightning,USFS,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.1,0.1,Human,Small Woodlands,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
EOA,A,0.1,0.1,Lightning,Other Private,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,7
EOA,A,0.03,0.01,Human,Small Woodlands,Hood River,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,95,6
SOA,A,0.01,0.01,Human,BLM,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,9
EOA,A,0.1,0.1,Lightning,Industrial,Crook,Reg Use Closure,Lvl 2 Limited Shutdown,95,8
SOA,A,0.01,0.01,Human,BIA,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
NOA,C,,50,Human,Industrial,Linn,,,58,10
EOA,A,0.1,0.1,Human,Rural Residential,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,99,4
EOA,B,1.4,1.4,Lightning,Small Woodlands,Wheeler,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
EOA,C,35,35,Human,Small Woodlands,Union,Outside Closed Fire Season,Outside Closed Fire Season,97,4
EOA,B,0.76,0.76,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
EOA,A,0,0,Human,Industrial,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,99,10
SOA,B,0.5,0.5,Lightning,Small Woodlands,Curry,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,7
EOA,A,0.05,0.05,Human,Rural Residential,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
SOA,A,0.01,0.01,Lightning,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,9
SOA,A,0.01,0.01,Human,Agriculture,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,A,0.01,0.01,Human,County,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.01,0.01,Human,Other Public,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,9
SOA,B,1.3,1.3,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
NOA,B,4.7,4.7,Human,Other Private,Linn,Reg Use Closure,Lvl 3 Restricted Shutdown,58,8
EOA,F,3703,0,Lightning,BLM,Malheur,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0,0,Human,Rural Residential,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,7
SOA,B,0.5,0.5,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
EOA,B,1.3,1.3,Lightning,Other Private,Wallowa,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,5
SOA,B,0.53,0.53,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.1,0.1,Lightning,Other Private,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Human,Small Woodlands,Curry,Outside Closed Fire Season,Outside Closed Fire Season,72,5
NOA,A,0.1,0.1,Human,Industrial,Washington,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,53,7
SOA,A,0.25,0.25,Human,State,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.1,0.1,Lightning,Small Woodlands,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,A,0.15,0.15,Human,State,Tillamook,Outside Closed Fire Season,Outside Closed Fire Season,51,2
NOA,A,0.01,0.01,Human,Small Woodlands,Lincoln,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,55,10
NOA,A,0.01,0.01,Human,Industrial,Clatsop,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,52,7
SOA,A,0.01,0.01,Human,Other Private,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,7
SOA,A,0.01,0.01,Human,Small Woodlands,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.1,0.1,Human,Industrial,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,10
EOA,A,0.1,0.1,Human,Rural Residential,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,99,5
EOA,A,0.01,0.01,Lightning,Small Woodlands,Union,Permit Closure,Lvl 1 Fire Season Only,97,8
SOA,A,0.01,0.01,Human,Small Woodlands,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.1,0.1,Human,County,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.01,0,Human,County,Wasco,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,B,1,1,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,9
SOA,A,0.01,0.01,Human,Other Private,Josephine,Permit Closure,Lvl 3 Restricted Shutdown,71,9
SOA,B,0.75,0.75,Human,State,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,D,116,116,Human,Small Woodlands,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
EOA,A,0.1,0.1,Human,Small Woodlands,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,7
SOA,B,6.69,6.69,Human,Industrial,Curry,Reg Use Closure,Lvl 2 Limited Shutdown,72,9
EOA,B,0.75,0.75,Human,Industrial,Lake,Outside Closed Fire Season,Outside Closed Fire Season,99,11
SOA,A,0.25,0.25,Human,Small Woodlands,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,B,0.5,0.5,Human,Other Private,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,5
EOA,B,0.7,0.7,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
SOA,B,0.5,0.5,Human,County,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.2,0.2,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,6
EOA,C,69.82,69.82,Lightning,Industrial,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,B,1,1,Human,State,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,10
SOA,A,0.01,0.01,Human,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,9
SOA,A,0.01,0.01,Human,BLM,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,11
EOA,A,0.1,0.1,Human,Small Woodlands,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,B,0.34,0.34,Lightning,Small Woodlands,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.01,0.01,Human,BLM,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,77,10
SOA,B,1,1,Human,BLM,Lane,Outside Closed Fire Season,Outside Closed Fire Season,77,5
SOA,B,2.5,2.5,Lightning,BLM,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,A,0.1,0.1,Lightning,BLM,Klamath,Reg Use Closure,Lvl 1 Fire Season Only,98,8
SOA,A,0.1,0.1,Human,Other Private,Douglas,Reg Use Closure,Lvl 4 Complete Shutdown,73,8
SOA,B,1,1,Human,Rural Residential,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,10
EOA,C,57.3,57.3,Lightning,Small Woodlands,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
SOA,B,0.5,0.5,Human,Rural Residential,Josephine,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,A,0.1,0.1,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,C,15,15,Human,Industrial,Curry,Outside Closed Fire Season,Outside Closed Fire Season,72,12
SOA,A,0.01,0.01,Human,Other Private,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
